Solution Key,PAF Error,Resolution Steps,Resolution Strategy,Need to be monitored,Source Line Number,Remote IP Address,Program/Method/Function Module,Package,Name of Method or Function Module,Name of Class or Program,Message Area,Message number,Expiry Date,Error Subcategory,Error Short Text,Application component ID,Application Area,ABAP Name of Consumer or Server Proxy,Error Log Information,Sender party,Sender interface operation,Sender interface namespace,Sender interface name,Receiver interface operation,Receiver interface namespace,Receiver interface name
SCM_FALCON005_2022,Error while creating goods movement // Customer invoice already exist for outbound delivery,"KBA Already exists
Solution: Ask customer to remove posting block and restart the message",Manual Action by MS,Yes,0,nan,P,AP_DP_DELDESADVNOTIF_PRX,nan,SAPMSSY1,AP_ESI_COMMON,107,2023-03-31,nan,Changing data not possible; data is read-only,AP-ODP,AP_ESI_COMMON,I_APDL_IDE_PROC_DEL_NOTI_IN,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON006_2022,Reconciliation period counter value not valid,Cancel the message ,Manual Action by Dev,No,"150
",nan,P,AP_DP_DELDESADVNOTIF_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,036,2022-01-30,nan,Reconciliation period counter value not valid,AP-ODP,APDL_MO_I,I_APDL_IDE_PROC_DEL_NOTI_IN,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON007_2022,Operation not possible;business document locked,"""1. Check for the locks using sm12 transaction

2. Remove the locks and then restart the message

If the message is not delivered then:
1. Reconcile the message, if new message is delivered then cancel the old message""",AMP Pending Manual action by MS,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON008_2022,Adding lines to purchase proposals not permitted,"1. Cancel the message 

2. Cancel the PO and the purchase request

3. Create the whole scenario again",Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON008_2022,Adding lines to purchase proposals not permitted,"1. Cancel the message 

2. Cancel the PO and the purchase request

3. Create the whole scenario again",Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON009_2022,Customer reference for item  purchase requisition missing  ,"There is a missing sales order reference in the EPTR_PVPO business object 

 SESFTS --> EPTR_PVPO --> Query PO --> Root --> BTD_REF --> Won't find type code 114 

SESFTS --> EPTR_PVPO --> Query PO --> Root--> Navigate to item --> Select all items and go to ITEM_BTD_REF  --> 114 

In  Root --> BTD_REF, create a new entry, maintain SO ID (from 114 found in the above step), SO UUID  (from 114 found in the above step), Type code 114, 01 (referring the entry for type code 31) 

 Reconcile/restart the failed message.  ",Manual Action by Dev,Yes,"150
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,EPTR_GENERAL,105,2023-02-21,nan,Customer reference for item purchase requisition 00000000000000000000000000000002285 missing,AP-EPT,EPTR_GENERAL,I_EPTR_ORDERING_NOTIF_IN,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON009_2022,Customer reference for item  purchase requisition missing  ,"There is a missing sales order reference in the EPTR_PVPO business object 

 SESFTS --> EPTR_PVPO --> Query PO --> Root --> BTD_REF --> Won't find type code 114 

SESFTS --> EPTR_PVPO --> Query PO --> Root--> Navigate to item --> Select all items and go to ITEM_BTD_REF  --> 114 

In  Root --> BTD_REF, create a new entry, maintain SO ID (from 114 found in the above step), SO UUID  (from 114 found in the above step), Type code 114, 01 (referring the entry for type code 31) 

 Reconcile/restart the failed message.  ",Manual Action by Dev,Yes,"150
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,EPTR_GENERAL,105,2023-02-21,nan,Customer reference for item purchase requisition 00000000000000000000000000000002285 missing,AP-EPT,EPTR_GENERAL,I_EPTR_ORDERING_NOTIF_IN,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON010_2022,The external delivery item ID already exists.,"""There is a missing sales order reference in the EPTR_PVPO business object 

 SESFTS --> EPTR_PVPO --> Query PO --> Root --> BTD_REF --> Won't find type code 114 

SESFTS --> EPTR_PVPO --> Query PO --> Root--> Navigate to item --> Select all items and go to ITEM_BTD_REF  --> 114 

In  Root --> BTD_REF, create a new entry, maintain SO ID (from 114 found in the above step), SO UUID  (from 114 found in the above step), Type code 114, 01 (referring the entry for type code 31) 

 Reconcile/restart the failed message.  """,Manual Action by Dev,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON011_2022,Instance with the same key already exists,"The message is failing due to addition of Extension Fields 

Occurred to limited customers

Cancel the message and reverse the whole scenario.

We can request the customer to cancel the whole Purchase order and create a new one.
Ref Cust. Incident:  554218 / 2022",Manual Action by MS,No,nan,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON012_2022,Ordered procurement planning order reference missing // Reference Document ID missing,"1. Reference order missing 

2. cancel the message",AMP Pending Manual action by MS,Yes,"150
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,EPTR_GENERAL,074,2022-06-06,nan,"Referenz für bestellten Beschaffungsplanungsauftrag fehlt (00000000000000000000000000000064793, Pos. 0000000001)",AP-EPT,EPTR_GENERAL,I_EPTR_ORDERING_NOTIF_IN,nan,PurchaseOrderProcessing,NotifyOfPurchaseOrder,http://sap.com/xi/AP/Purchasing/Global,PurchaseOrderProcessingOrderingNotificationOut,MaintainPlanningViewOfPurchaseOrder,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponseOrderingNotificationIn
SCM_FALCON013_2022,Error while creating goods movement //  Confirmation not possible;posting on blocked by accounting,"KBA Already exists
Solution: Ask customer to remove posting block and restart the message",Manual Action by MS,Yes,150,nan,P,AP_PRODUCTION_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APLEX_DATETIME_MSG,001,2022-08-28,nan,??? ? ????. 02/27/2022? ???? ?? ???? ???? ????.,AP-PE,APLEX_DATETIME_MSG,I_APPE_PRODUCING_IN_IB,nan,ProductionTriggerAndResponse,RequestProduction,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingOut,MaintainProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingIn
SCM_FALCON014_2022,The external delivery item ID already exists.,"1. This occurs when customer uses the same external reference id if another payload

2. Cancel the message and enter the unique reference ID

",AMP Pending Manual action by MS,No,"154
",nan,P,AP_DP_OUTDELEXECCONF_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_ODE_VAL,062,2021-12-19,Manual Retry,The external delivery item ID already exists.,AP-XPS-DLP,APDL_ODE_VAL,I_APDL_OUTB_DEL_EXEC_IN,nan,nan,nan,nan,nan,ProcessOutboundDeliveryExecutionConfirmation,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryExecutionIn
SCM_FALCON015_2022,The external delivery item ID already exists.,"1. This occurs when customer uses the same external reference id if another payload

2. Cancel the message and enter the unique reference ID

",AMP Pending Manual action by MS,No,24,nan,P,SXML_PARTS,/1SAI/SASEEBCC8AAE137D062EE45=XT,/1SAI/SASEEBCC8AAE137D062EE45=XT,SRT_CORE,143,2022-03-07,nan,"Value is longer than the maximum permitted length 3: ""LENGTH""",BC-DWB-PRX,SRT_CORE,I_APDL_INB_DELIVERY_EXEC_IN,nan,nan,nan,nan,nan,ProcessInboundDeliveryExecutionConfirmation,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryExecutionIn
SCM_FALCON016_2022,Invalid party ID,1. cancel the message,AMP Pending Manual action by MS,No,"150
",nan,P,AP_DP_OUTDELEXECCONF_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,AP_PAF_HELPER_TOOLS,020,2022-02-16,nan,Unbekannter Beteiligter 4101740000020 9,AP-XPS-DLP,AP_PAF_HELPER_TOOLS,I_APDL_OUTB_DEL_EXEC_IN,nan,nan,nan,nan,nan,ProcessOutboundDeliveryExecutionConfirmation,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryExecutionIn
SCM_FALCON017_2022,Agent CL_APPE_MAINTAIN_PER_PAI has triggered a fatal error,"Error on debugging: Calculation of prod. order creation due date not possible for segment &1
Class: CL_APPER_D_PRD_SEG_PO_CRT_DATE
BO: ProductionRequest 

BO node: if_apper_production_request_c=>sc_node-production_segment 

BO node attribute: po_creation_due is missing",Manual Action by Dev,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,ProductionTriggerAndResponse,RequestProduction,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingOut,MaintainProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingIn
SCM_FALCON018_2022,Error while creating goods movement //  Confirmation not possible;posting on blocked by accounting,"KBA Already exists
Solution: Ask customer to remove posting block and restart the message",Manual Action by MS,Yes,154,nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APLEX_DATETIME_MSG,001,2023-03-19,Manual Retry,Rückmeldung nicht möglich; Buchung am 31.08.2022 durch Rechnungswesen gesperrt,AP-ODP,APLEX_DATETIME_MSG,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON018_2022,Error while creating goods movement //  Confirmation not possible;posting on blocked by accounting,"KBA Already exists
Solution: Ask customer to remove posting block and restart the message",Manual Action by MS,Yes,154,nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APLEX_DATETIME_MSG,001,2023-03-19,Manual Retry,Rückmeldung nicht möglich; Buchung am 31.08.2022 durch Rechnungswesen gesperrt,AP-ODP,APLEX_DATETIME_MSG,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON019_2022,Error while creating goods movement //  Confirmation not possible;posting on blocked by accounting,"KBA Already exists
Solution: Ask customer to remove posting block and restart the message",Manual Action by MS,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON020_2022,Reconciliation period counter value not valid,KBA: Cancel the message,Manual Action by Dev,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON020_2022,Sales kit header missing for item (Altius) -> Reconcilation counter period value not valid,KBA: Cancel the message,Manual Action by Dev,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,060,2023-01-18,Manual Retry,No sales kit header exist for item 120,AP-XPS-DLP,APDL_MO_I,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON020_2022,"Quantity inconsistent for kit product &1, parent line item &2 (Altius) -> Reconcilation counter period value not valid",KBA: Cancel the message,Manual Action by Dev,No,"154
",nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_VAL,190,2023-02-12,Manual Retry,"Menge inkonsistent für Paketprodukt 1-0.0SCA, übergeordnete Belegzeile 20",AP-ODP,APDL_VAL,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON021_2022,Schedule lines not present for item ,"KBA: Reconcile the following messages:
ODR -> LER
LER -> ODR
If Reconciled messages are passed: Cancel the failed message ",AMP Pending Manual action by DEV,No,"154
",nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,055,2023-03-06,Manual Retry,Schedule lines not present for item 50,AP-XPS-DLP,APDL_MO_I,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON021_2022,Schedule lines not present for item ,"KBA: Reconcile the following messages:
ODR -> LER
LER -> ODR
If Reconciled messages are passed: Cancel the failed message ",AMP Pending Manual action by DEV,No,"154
",nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_MO_I,055,2023-03-06,Manual Retry,Schedule lines not present for item 50,AP-XPS-DLP,APDL_MO_I,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON021_2022,Schedule lines not present for item ,"KBA: Reconcile the following messages:
ODR -> LER
LER -> ODR
If Reconciled messages are passed: Cancel the failed message ",AMP Pending Manual action by DEV,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON022_2022,Planned delivery date must be after shipment date,"
KBA: If the process is complete: cancel the message
Else: Enter the planned date after shipment date and restart the message",AMP Pending Manual action by MS,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
